Metric,Category,Company,Quarter,Value,Quarter_Order,FY,Q
Advances (INR Crs),PRIVATE BANK,ICICIBANK,Q2-FY26,1408456.0,5,FY26,Q2
Advances (INR Crs),PRIVATE BANK,ICICIBANK,Q3-FY26,1466154.0,6,FY26,Q3
CAR,PRIVATE BANK,ICICIBANK,Q1-FY25,0.1596,0,FY25,Q1
CAR,PRIVATE BANK,ICICIBANK,Q2-FY25,,1,FY25,Q2
CAR,PRIVATE BANK,ICICIBANK,Q3-FY25,,2,FY25,Q3
CAR,PRIVATE BANK,ICICIBANK,Q4-FY25,0.1555,3,FY25,Q4
CAR,PRIVATE BANK,ICICIBANK,Q1-FY26,0.1631,4,FY26,Q1
CAR,PRIVATE BANK,ICICIBANK,Q2-FY26,0.17,5,FY26,Q2
CAR,PRIVATE BANK,ICICIBANK,Q3-FY26,0.1734,6,FY26,Q3
CASA,PRIVATE BANK,ICICIBANK,Q1-FY25,0.396,0,FY25,Q1
CASA,PRIVATE BANK,ICICIBANK,Q2-FY25,0.4064231822127261,1,FY25,Q2
CASA,PRIVATE BANK,ICICIBANK,Q3-FY25,0.39,2,FY25,Q3
CASA,PRIVATE BANK,ICICIBANK,Q4-FY25,0.384,3,FY25,Q4
CASA,PRIVATE BANK,ICICIBANK,Q1-FY26,0.387,4,FY26,Q1
CASA,PRIVATE BANK,ICICIBANK,Q2-FY26,0.392,5,FY26,Q2
CASA,PRIVATE BANK,ICICIBANK,Q3-FY26,0.39,6,FY26,Q3
CoFs,PRIVATE BANK,ICICIBANK,Q1-FY25,0.0505,0,FY25,Q1
CoFs,PRIVATE BANK,ICICIBANK,Q2-FY25,0.051,1,FY25,Q2
CoFs,PRIVATE BANK,ICICIBANK,Q3-FY25,0.0509,2,FY25,Q3
CoFs,PRIVATE BANK,ICICIBANK,Q4-FY25,0.0518,3,FY25,Q4
CoFs,PRIVATE BANK,ICICIBANK,Q1-FY26,0.0502,4,FY26,Q1
CoFs,PRIVATE BANK,ICICIBANK,Q2-FY26,0.0478,5,FY26,Q2
CoFs,PRIVATE BANK,ICICIBANK,Q3-FY26,0.0467,6,FY26,Q3
Cost to Income,PRIVATE BANK,ICICIBANK,Q1-FY25,0.397,0,FY25,Q1
Cost to Income,PRIVATE BANK,ICICIBANK,Q2-FY25,0.386,1,FY25,Q2
Cost to Income,PRIVATE BANK,ICICIBANK,Q3-FY25,0.385,2,FY25,Q3
Cost to Income,PRIVATE BANK,ICICIBANK,Q4-FY25,0.379,3,FY25,Q4
Cost to Income,PRIVATE BANK,ICICIBANK,Q1-FY26,0.378,4,FY26,Q1
Cost to Income,PRIVATE BANK,ICICIBANK,Q2-FY26,0.406,5,FY26,Q2
Cost to Income,PRIVATE BANK,ICICIBANK,Q3-FY26,0.408,6,FY26,Q3
Credit Cost,PRIVATE BANK,ICICIBANK,Q1-FY25,0.0043,0,FY25,Q1
Credit Cost,PRIVATE BANK,ICICIBANK,Q2-FY25,0.0038,1,FY25,Q2
Credit Cost,PRIVATE BANK,ICICIBANK,Q3-FY25,0.0037,2,FY25,Q3
Credit Cost,PRIVATE BANK,ICICIBANK,Q4-FY25,0.0043,3,FY25,Q4
Credit Cost,PRIVATE BANK,ICICIBANK,Q1-FY26,0.0053,4,FY26,Q1
Credit Cost,PRIVATE BANK,ICICIBANK,Q2-FY26,0.0026,5,FY26,Q2
Credit Cost,PRIVATE BANK,ICICIBANK,Q3-FY26,0.0071,6,FY26,Q3
Deposits (INR Crs),PRIVATE BANK,ICICIBANK,Q1-FY25,1426150.0,0,FY25,Q1
Deposits (INR Crs),PRIVATE BANK,ICICIBANK,Q2-FY25,1428095.0,1,FY25,Q2
Deposits (INR Crs),PRIVATE BANK,ICICIBANK,Q3-FY25,1520309.0,2,FY25,Q3
Deposits (INR Crs),PRIVATE BANK,ICICIBANK,Q4-FY25,1610348.0,3,FY25,Q4
Deposits (INR Crs),PRIVATE BANK,ICICIBANK,Q1-FY26,1608517.0,4,FY26,Q1
Deposits (INR Crs),PRIVATE BANK,ICICIBANK,Q2-FY26,1612825.0,5,FY26,Q2
Deposits (INR Crs),PRIVATE BANK,ICICIBANK,Q3-FY26,1659611.0,6,FY26,Q3
GNPA,PRIVATE BANK,ICICIBANK,Q1-FY25,0.0251,0,FY25,Q1
GNPA,PRIVATE BANK,ICICIBANK,Q2-FY25,0.0197,1,FY25,Q2
GNPA,PRIVATE BANK,ICICIBANK,Q3-FY25,0.0196,2,FY25,Q3
GNPA,PRIVATE BANK,ICICIBANK,Q4-FY25,0.0167,3,FY25,Q4
GNPA,PRIVATE BANK,ICICIBANK,Q1-FY26,0.0167,4,FY26,Q1
GNPA,PRIVATE BANK,ICICIBANK,Q2-FY26,0.0158,5,FY26,Q2
GNPA,PRIVATE BANK,ICICIBANK,Q3-FY26,0.0153,6,FY26,Q3
Leverage,PRIVATE BANK,ICICIBANK,Q1-FY25,6.23,0,FY25,Q1
Leverage,PRIVATE BANK,ICICIBANK,Q2-FY25,,1,FY25,Q2
Leverage,PRIVATE BANK,ICICIBANK,Q3-FY25,,2,FY25,Q3
Leverage,PRIVATE BANK,ICICIBANK,Q4-FY25,5.936400332788956,3,FY25,Q4
Leverage,PRIVATE BANK,ICICIBANK,Q1-FY26,5.63,4,FY26,Q1
Leverage,PRIVATE BANK,ICICIBANK,Q2-FY26,,5,FY26,Q2
Leverage,PRIVATE BANK,ICICIBANK,Q3-FY26,,6,FY26,Q3
NII,PRIVATE BANK,ICICIBANK,Q1-FY25,19553.0,0,FY25,Q1
NII,PRIVATE BANK,ICICIBANK,Q2-FY25,20048.0,1,FY25,Q2
NII,PRIVATE BANK,ICICIBANK,Q3-FY25,20371.0,2,FY25,Q3
NII,PRIVATE BANK,ICICIBANK,Q4-FY25,21193.0,3,FY25,Q4
NII,PRIVATE BANK,ICICIBANK,Q1-FY26,21635.0,4,FY26,Q1
NII,PRIVATE BANK,ICICIBANK,Q2-FY26,21529.0,5,FY26,Q2
NII,PRIVATE BANK,ICICIBANK,Q3-FY26,21932.0,6,FY26,Q3
NIMs,PRIVATE BANK,ICICIBANK,Q1-FY25,0.0436,0,FY25,Q1
NIMs,PRIVATE BANK,ICICIBANK,Q2-FY25,0.0427,1,FY25,Q2
NIMs,PRIVATE BANK,ICICIBANK,Q3-FY25,0.0425,2,FY25,Q3
NIMs,PRIVATE BANK,ICICIBANK,Q4-FY25,0.0441,3,FY25,Q4
NIMs,PRIVATE BANK,ICICIBANK,Q1-FY26,0.0434,4,FY26,Q1
NIMs,PRIVATE BANK,ICICIBANK,Q2-FY26,0.043,5,FY26,Q2
NIMs,PRIVATE BANK,ICICIBANK,Q3-FY26,0.043,6,FY26,Q3
NNPA,PRIVATE BANK,ICICIBANK,Q1-FY25,0.0045,0,FY25,Q1
NNPA,PRIVATE BANK,ICICIBANK,Q2-FY25,0.0042,1,FY25,Q2
NNPA,PRIVATE BANK,ICICIBANK,Q3-FY25,0.0042,2,FY25,Q3
NNPA,PRIVATE BANK,ICICIBANK,Q4-FY25,0.0039,3,FY25,Q4
NNPA,PRIVATE BANK,ICICIBANK,Q1-FY26,0.0041,4,FY26,Q1
NNPA,PRIVATE BANK,ICICIBANK,Q2-FY26,0.0039,5,FY26,Q2
NNPA,PRIVATE BANK,ICICIBANK,Q3-FY26,0.0037,6,FY26,Q3
Opex to AUM,PRIVATE BANK,ICICIBANK,Q1-FY25,0.022,0,FY25,Q1
Opex to AUM,PRIVATE BANK,ICICIBANK,Q2-FY25,0.021,1,FY25,Q2
Opex to AUM,PRIVATE BANK,ICICIBANK,Q3-FY25,0.021,2,FY25,Q3
Opex to AUM,PRIVATE BANK,ICICIBANK,Q4-FY25,0.02,3,FY25,Q4
Opex to AUM,PRIVATE BANK,ICICIBANK,Q1-FY26,0.021,4,FY26,Q1
Opex to AUM,PRIVATE BANK,ICICIBANK,Q2-FY26,0.022,5,FY26,Q2
Opex to AUM,PRIVATE BANK,ICICIBANK,Q3-FY26,0.022,6,FY26,Q3
Other Income,PRIVATE BANK,ICICIBANK,Q1-FY25,6389.0,0,FY25,Q1
Other Income,PRIVATE BANK,ICICIBANK,Q2-FY25,6496.0,1,FY25,Q2
Other Income,PRIVATE BANK,ICICIBANK,Q3-FY25,6697.0,2,FY25,Q3
Other Income,PRIVATE BANK,ICICIBANK,Q4-FY25,7021.0,3,FY25,Q4
Other Income,PRIVATE BANK,ICICIBANK,Q1-FY26,7264.0,4,FY26,Q1
Other Income,PRIVATE BANK,ICICIBANK,Q2-FY26,7356.0,5,FY26,Q2
Other Income,PRIVATE BANK,ICICIBANK,Q3-FY26,7525.0,6,FY26,Q3
PAT (INR Crs),PRIVATE BANK,ICICIBANK,Q1-FY25,11696.0,0,FY25,Q1
PAT (INR Crs),PRIVATE BANK,ICICIBANK,Q2-FY25,11746.0,1,FY25,Q2
PAT (INR Crs),PRIVATE BANK,ICICIBANK,Q3-FY25,11792.0,2,FY25,Q3
PAT (INR Crs),PRIVATE BANK,ICICIBANK,Q4-FY25,12630.0,3,FY25,Q4
PAT (INR Crs),PRIVATE BANK,ICICIBANK,Q1-FY26,13358.0,4,FY26,Q1
PAT (INR Crs),PRIVATE BANK,ICICIBANK,Q2-FY26,12359.0,5,FY26,Q2
PAT (INR Crs),PRIVATE BANK,ICICIBANK,Q3-FY26,11318.0,6,FY26,Q3
PCR,PRIVATE BANK,ICICIBANK,Q1-FY25,0.797,0,FY25,Q1
PCR,PRIVATE BANK,ICICIBANK,Q2-FY25,0.785,1,FY25,Q2
PCR,PRIVATE BANK,ICICIBANK,Q3-FY25,0.782,2,FY25,Q3
PCR,PRIVATE BANK,ICICIBANK,Q4-FY25,0.762,3,FY25,Q4
PCR,PRIVATE BANK,ICICIBANK,Q1-FY26,0.753,4,FY26,Q1
PCR,PRIVATE BANK,ICICIBANK,Q2-FY26,0.75,5,FY26,Q2
PCR,PRIVATE BANK,ICICIBANK,Q3-FY26,0.754,6,FY26,Q3
RoA,PRIVATE BANK,ICICIBANK,Q1-FY25,0.0236,0,FY25,Q1
RoA,PRIVATE BANK,ICICIBANK,Q2-FY25,0.0239,1,FY25,Q2
RoA,PRIVATE BANK,ICICIBANK,Q3-FY25,0.0236,2,FY25,Q3
RoA,PRIVATE BANK,ICICIBANK,Q4-FY25,0.0236,3,FY25,Q4
RoA,PRIVATE BANK,ICICIBANK,Q1-FY26,0.0244,4,FY26,Q1
RoA,PRIVATE BANK,ICICIBANK,Q2-FY26,0.0233,5,FY26,Q2
RoA,PRIVATE BANK,ICICIBANK,Q3-FY26,0.0211,6,FY26,Q3
RoE,PRIVATE BANK,ICICIBANK,Q1-FY25,0.177,0,FY25,Q1
RoE,PRIVATE BANK,ICICIBANK,Q2-FY25,0.181,1,FY25,Q2
RoE,PRIVATE BANK,ICICIBANK,Q3-FY25,0.176,2,FY25,Q3
RoE,PRIVATE BANK,ICICIBANK,Q4-FY25,0.181,3,FY25,Q4
RoE,PRIVATE BANK,ICICIBANK,Q1-FY26,0.169,4,FY26,Q1
RoE,PRIVATE BANK,ICICIBANK,Q2-FY26,0.16,5,FY26,Q2
RoE,PRIVATE BANK,ICICIBANK,Q3-FY26,0.143,6,FY26,Q3
Yields,PRIVATE BANK,ICICIBANK,Q1-FY25,0.0869,0,FY25,Q1
Yields,PRIVATE BANK,ICICIBANK,Q2-FY25,0.0863,1,FY25,Q2
Yields,PRIVATE BANK,ICICIBANK,Q3-FY25,0.0862,2,FY25,Q3
Yields,PRIVATE BANK,ICICIBANK,Q4-FY25,0.0882,3,FY25,Q4
Yields,PRIVATE BANK,ICICIBANK,Q1-FY26,0.0861,4,FY26,Q1
Yields,PRIVATE BANK,ICICIBANK,Q2-FY26,0.0834,5,FY26,Q2
Yields,PRIVATE BANK,ICICIBANK,Q3-FY26,0.0823,6,FY26,Q3
Advances (INR Crs),PSU BANK,INDIANB,Q1-FY25,539123.0,0,FY25,Q1
Advances (INR Crs),PSU BANK,INDIANB,Q2-FY25,551000.0,1,FY25,Q2
Advances (INR Crs),PSU BANK,INDIANB,Q3-FY25,559000.0,2,FY25,Q3
Advances (INR Crs),PSU BANK,INDIANB,Q4-FY25,588000.0,3,FY25,Q4
Advances (INR Crs),PSU BANK,INDIANB,Q1-FY26,601000.0,4,FY26,Q1
Advances (INR Crs),PSU BANK,INDIANB,Q2-FY26,620000.0,5,FY26,Q2
Advances (INR Crs),PSU BANK,INDIANB,Q3-FY26,640000.0,6,FY26,Q3
CAR,PSU BANK,INDIANB,Q1-FY25,0.1647,0,FY25,Q1
CAR,PSU BANK,INDIANB,Q2-FY25,0.1655,1,FY25,Q2
CAR,PSU BANK,INDIANB,Q3-FY25,0.1592,2,FY25,Q3
CAR,PSU BANK,INDIANB,Q4-FY25,0.1794,3,FY25,Q4
CAR,PSU BANK,INDIANB,Q1-FY26,0.178,4,FY26,Q1
CAR,PSU BANK,INDIANB,Q2-FY26,0.1730999999999999,5,FY26,Q2
CAR,PSU BANK,INDIANB,Q3-FY26,0.1658,6,FY26,Q3
CASA,PSU BANK,INDIANB,Q1-FY25,0.4056,0,FY25,Q1
CASA,PSU BANK,INDIANB,Q2-FY25,0.4047,1,FY25,Q2
CASA,PSU BANK,INDIANB,Q3-FY25,0.4114,2,FY25,Q3
CASA,PSU BANK,INDIANB,Q4-FY25,0.4017,3,FY25,Q4
CASA,PSU BANK,INDIANB,Q1-FY26,0.3897,4,FY26,Q1
CASA,PSU BANK,INDIANB,Q2-FY26,0.3887,5,FY26,Q2
CASA,PSU BANK,INDIANB,Q3-FY26,0.3908,6,FY26,Q3
CoFs,PSU BANK,INDIANB,Q1-FY25,0.0512,0,FY25,Q1
CoFs,PSU BANK,INDIANB,Q2-FY25,0.0522,1,FY25,Q2
CoFs,PSU BANK,INDIANB,Q3-FY25,0.0522,2,FY25,Q3
CoFs,PSU BANK,INDIANB,Q4-FY25,0.0521,3,FY25,Q4
CoFs,PSU BANK,INDIANB,Q1-FY26,0.0523,4,FY26,Q1
CoFs,PSU BANK,INDIANB,Q2-FY26,0.0509,5,FY26,Q2
CoFs,PSU BANK,INDIANB,Q3-FY26,0.0493,6,FY26,Q3
Cost to Income,PSU BANK,INDIANB,Q1-FY25,0.4430974764967837,0,FY25,Q1
Cost to Income,PSU BANK,INDIANB,Q2-FY25,0.4512534818941504,1,FY25,Q2
Cost to Income,PSU BANK,INDIANB,Q3-FY25,0.4456635928563091,2,FY25,Q3
Cost to Income,PSU BANK,INDIANB,Q4-FY25,0.4504543961458447,3,FY25,Q4
Cost to Income,PSU BANK,INDIANB,Q1-FY26,0.4577176631052512,4,FY26,Q1
Cost to Income,PSU BANK,INDIANB,Q2-FY26,0.464815224607214,5,FY26,Q2
Cost to Income,PSU BANK,INDIANB,Q3-FY26,0.4690340308602832,6,FY26,Q3
Credit Cost,PSU BANK,INDIANB,Q1-FY25,0.0071,0,FY25,Q1
Credit Cost,PSU BANK,INDIANB,Q2-FY25,0.0065,1,FY25,Q2
Credit Cost,PSU BANK,INDIANB,Q3-FY25,0.0047,2,FY25,Q3
Credit Cost,PSU BANK,INDIANB,Q4-FY25,0.0081,3,FY25,Q4
Credit Cost,PSU BANK,INDIANB,Q1-FY26,0.0028,4,FY26,Q1
Credit Cost,PSU BANK,INDIANB,Q2-FY26,0.0026,5,FY26,Q2
Credit Cost,PSU BANK,INDIANB,Q3-FY26,0.0021,6,FY26,Q3
Deposits (INR Crs),PSU BANK,INDIANB,Q1-FY25,681183.0,0,FY25,Q1
Deposits (INR Crs),PSU BANK,INDIANB,Q2-FY25,693000.0,1,FY25,Q2
Deposits (INR Crs),PSU BANK,INDIANB,Q3-FY25,702000.0,2,FY25,Q3
Deposits (INR Crs),PSU BANK,INDIANB,Q4-FY25,737000.0,3,FY25,Q4
Deposits (INR Crs),PSU BANK,INDIANB,Q1-FY26,744000.0,4,FY26,Q1
Deposits (INR Crs),PSU BANK,INDIANB,Q2-FY26,777000.0,5,FY26,Q2
Deposits (INR Crs),PSU BANK,INDIANB,Q3-FY26,790000.0,6,FY26,Q3
GNPA,PSU BANK,INDIANB,Q1-FY25,0.038,0,FY25,Q1
GNPA,PSU BANK,INDIANB,Q2-FY25,0.0348,1,FY25,Q2
GNPA,PSU BANK,INDIANB,Q3-FY25,0.0326,2,FY25,Q3
GNPA,PSU BANK,INDIANB,Q4-FY25,0.0308999999999999,3,FY25,Q4
GNPA,PSU BANK,INDIANB,Q1-FY26,0.0301,4,FY26,Q1
GNPA,PSU BANK,INDIANB,Q2-FY26,0.026,5,FY26,Q2
GNPA,PSU BANK,INDIANB,Q3-FY26,0.0223,6,FY26,Q3
Leverage,PSU BANK,INDIANB,Q1-FY25,14.39516129032258,0,FY25,Q1
Leverage,PSU BANK,INDIANB,Q2-FY25,11.762767710049422,1,FY25,Q2
Leverage,PSU BANK,INDIANB,Q3-FY25,11.0119940029985,2,FY25,Q3
Leverage,PSU BANK,INDIANB,Q4-FY25,11.364963503649635,3,FY25,Q4
Leverage,PSU BANK,INDIANB,Q1-FY26,11.27536231884058,4,FY26,Q1
Leverage,PSU BANK,INDIANB,Q2-FY26,11.069444444444445,5,FY26,Q2
Leverage,PSU BANK,INDIANB,Q3-FY26,10.73432946469656,6,FY26,Q3
NII,PSU BANK,INDIANB,Q1-FY25,6178.0,0,FY25,Q1
NII,PSU BANK,INDIANB,Q2-FY25,6194.0,1,FY25,Q2
NII,PSU BANK,INDIANB,Q3-FY25,6415.0,2,FY25,Q3
NII,PSU BANK,INDIANB,Q4-FY25,6389.0,3,FY25,Q4
NII,PSU BANK,INDIANB,Q1-FY26,6359.0,4,FY26,Q1
NII,PSU BANK,INDIANB,Q2-FY26,6551.0,5,FY26,Q2
NII,PSU BANK,INDIANB,Q3-FY26,6896.0,6,FY26,Q3
NIMs,PSU BANK,INDIANB,Q1-FY25,0.0344,0,FY25,Q1
NIMs,PSU BANK,INDIANB,Q2-FY25,0.0339,1,FY25,Q2
NIMs,PSU BANK,INDIANB,Q3-FY25,0.0339,2,FY25,Q3
NIMs,PSU BANK,INDIANB,Q4-FY25,0.0337,3,FY25,Q4
NIMs,PSU BANK,INDIANB,Q1-FY26,0.0323,4,FY26,Q1
NIMs,PSU BANK,INDIANB,Q2-FY26,0.0323,5,FY26,Q2
NIMs,PSU BANK,INDIANB,Q3-FY26,0.034,6,FY26,Q3
NNPA,PSU BANK,INDIANB,Q1-FY25,,0,FY25,Q1
NNPA,PSU BANK,INDIANB,Q2-FY25,0.0027,1,FY25,Q2
NNPA,PSU BANK,INDIANB,Q3-FY25,0.0021,2,FY25,Q3
NNPA,PSU BANK,INDIANB,Q4-FY25,0.0019,3,FY25,Q4
NNPA,PSU BANK,INDIANB,Q1-FY26,0.0018,4,FY26,Q1
NNPA,PSU BANK,INDIANB,Q2-FY26,0.0016,5,FY26,Q2
NNPA,PSU BANK,INDIANB,Q3-FY26,0.0015,6,FY26,Q3
Opex to AUM,PSU BANK,INDIANB,Q1-FY25,,0,FY25,Q1
Opex to AUM,PSU BANK,INDIANB,Q2-FY25,,1,FY25,Q2
Opex to AUM,PSU BANK,INDIANB,Q3-FY25,,2,FY25,Q3
Opex to AUM,PSU BANK,INDIANB,Q4-FY25,,3,FY25,Q4
Opex to AUM,PSU BANK,INDIANB,Q1-FY26,,4,FY26,Q1
Opex to AUM,PSU BANK,INDIANB,Q2-FY26,,5,FY26,Q2
Opex to AUM,PSU BANK,INDIANB,Q3-FY26,,6,FY26,Q3
Other Income,PSU BANK,INDIANB,Q1-FY25,1905.0,0,FY25,Q1
Other Income,PSU BANK,INDIANB,Q2-FY25,2422.0,1,FY25,Q2
Other Income,PSU BANK,INDIANB,Q3-FY25,2153.0,2,FY25,Q3
Other Income,PSU BANK,INDIANB,Q4-FY25,2743.0,3,FY25,Q4
Other Income,PSU BANK,INDIANB,Q1-FY26,2438.0,4,FY26,Q1
Other Income,PSU BANK,INDIANB,Q2-FY26,2487.0,5,FY26,Q2
Other Income,PSU BANK,INDIANB,Q3-FY26,2566.0,6,FY26,Q3
PAT (INR Crs),PSU BANK,INDIANB,Q1-FY25,2403.0,0,FY25,Q1
PAT (INR Crs),PSU BANK,INDIANB,Q2-FY25,2706.0,1,FY25,Q2
PAT (INR Crs),PSU BANK,INDIANB,Q3-FY25,2852.0,2,FY25,Q3
PAT (INR Crs),PSU BANK,INDIANB,Q4-FY25,2959.0,3,FY25,Q4
PAT (INR Crs),PSU BANK,INDIANB,Q1-FY26,2973.0,4,FY26,Q1
PAT (INR Crs),PSU BANK,INDIANB,Q2-FY26,3018.0,5,FY26,Q2
PAT (INR Crs),PSU BANK,INDIANB,Q3-FY26,3061.0,6,FY26,Q3
PCR,PSU BANK,INDIANB,Q1-FY25,,0,FY25,Q1
PCR,PSU BANK,INDIANB,Q2-FY25,0.976,1,FY25,Q2
PCR,PSU BANK,INDIANB,Q3-FY25,0.9809,2,FY25,Q3
PCR,PSU BANK,INDIANB,Q4-FY25,0.981,3,FY25,Q4
PCR,PSU BANK,INDIANB,Q1-FY26,0.982,4,FY26,Q1
PCR,PSU BANK,INDIANB,Q2-FY26,0.9828,5,FY26,Q2
PCR,PSU BANK,INDIANB,Q3-FY26,0.9828,6,FY26,Q3
RoA,PSU BANK,INDIANB,Q1-FY25,0.012,0,FY25,Q1
RoA,PSU BANK,INDIANB,Q2-FY25,0.0133,1,FY25,Q2
RoA,PSU BANK,INDIANB,Q3-FY25,0.0133,2,FY25,Q3
RoA,PSU BANK,INDIANB,Q4-FY25,0.0137,3,FY25,Q4
RoA,PSU BANK,INDIANB,Q1-FY26,0.0134,4,FY26,Q1
RoA,PSU BANK,INDIANB,Q2-FY26,0.0132,5,FY26,Q2
RoA,PSU BANK,INDIANB,Q3-FY26,0.013,6,FY26,Q3
RoE,PSU BANK,INDIANB,Q1-FY25,0.1976,0,FY25,Q1
RoE,PSU BANK,INDIANB,Q2-FY25,0.2104,1,FY25,Q2
RoE,PSU BANK,INDIANB,Q3-FY25,0.2104,2,FY25,Q3
RoE,PSU BANK,INDIANB,Q4-FY25,0.2101,3,FY25,Q4
RoE,PSU BANK,INDIANB,Q1-FY26,0.2026,4,FY26,Q1
RoE,PSU BANK,INDIANB,Q2-FY26,0.1958,5,FY26,Q2
RoE,PSU BANK,INDIANB,Q3-FY26,0.1911,6,FY26,Q3
Yields,PSU BANK,INDIANB,Q1-FY25,0.0869,0,FY25,Q1
Yields,PSU BANK,INDIANB,Q2-FY25,0.084,1,FY25,Q2
Yields,PSU BANK,INDIANB,Q3-FY25,0.0877,2,FY25,Q3
Yields,PSU BANK,INDIANB,Q4-FY25,0.0864,3,FY25,Q4
Yields,PSU BANK,INDIANB,Q1-FY26,0.0858,4,FY26,Q1
Yields,PSU BANK,INDIANB,Q2-FY26,0.084,5,FY26,Q2
Yields,PSU BANK,INDIANB,Q3-FY26,0.0839,6,FY26,Q3
Advances (INR Crs),PRIVATE BANK,KOTAKBANK,Q1-FY25,390000.0,0,FY25,Q1
Advances (INR Crs),PRIVATE BANK,KOTAKBANK,Q2-FY25,399500.0,1,FY25,Q2
Advances (INR Crs),PRIVATE BANK,KOTAKBANK,Q3-FY25,413800.0,2,FY25,Q3
Advances (INR Crs),PRIVATE BANK,KOTAKBANK,Q4-FY25,429600.0,3,FY25,Q4
Advances (INR Crs),PRIVATE BANK,KOTAKBANK,Q1-FY26,444800.0,4,FY26,Q1
Advances (INR Crs),PRIVATE BANK,KOTAKBANK,Q2-FY26,462600.0,5,FY26,Q2
Advances (INR Crs),PRIVATE BANK,KOTAKBANK,Q3-FY26,480673.0,6,FY26,Q3
CAR,PRIVATE BANK,KOTAKBANK,Q1-FY25,0.224,0,FY25,Q1
CAR,PRIVATE BANK,KOTAKBANK,Q2-FY25,0.226,1,FY25,Q2
CAR,PRIVATE BANK,KOTAKBANK,Q3-FY25,0.228,2,FY25,Q3
CAR,PRIVATE BANK,KOTAKBANK,Q4-FY25,0.222,3,FY25,Q4
CAR,PRIVATE BANK,KOTAKBANK,Q1-FY26,0.226,4,FY26,Q1
CAR,PRIVATE BANK,KOTAKBANK,Q2-FY26,0.228,5,FY26,Q2
CAR,PRIVATE BANK,KOTAKBANK,Q3-FY26,0.226,6,FY26,Q3
CASA,PRIVATE BANK,KOTAKBANK,Q1-FY25,0.434,0,FY25,Q1
CASA,PRIVATE BANK,KOTAKBANK,Q2-FY25,0.436,1,FY25,Q2
CASA,PRIVATE BANK,KOTAKBANK,Q3-FY25,0.423,2,FY25,Q3
CASA,PRIVATE BANK,KOTAKBANK,Q4-FY25,0.43,3,FY25,Q4
CASA,PRIVATE BANK,KOTAKBANK,Q1-FY26,0.409,4,FY26,Q1
CASA,PRIVATE BANK,KOTAKBANK,Q2-FY26,0.423,5,FY26,Q2
CASA,PRIVATE BANK,KOTAKBANK,Q3-FY26,0.413,6,FY26,Q3
CoFs,PRIVATE BANK,KOTAKBANK,Q1-FY25,0.051,0,FY25,Q1
CoFs,PRIVATE BANK,KOTAKBANK,Q2-FY25,0.052,1,FY25,Q2
CoFs,PRIVATE BANK,KOTAKBANK,Q3-FY25,0.051,2,FY25,Q3
CoFs,PRIVATE BANK,KOTAKBANK,Q4-FY25,0.051,3,FY25,Q4
CoFs,PRIVATE BANK,KOTAKBANK,Q1-FY26,0.05,4,FY26,Q1
CoFs,PRIVATE BANK,KOTAKBANK,Q2-FY26,0.047,5,FY26,Q2
CoFs,PRIVATE BANK,KOTAKBANK,Q3-FY26,0.0454,6,FY26,Q3
Cost to Income,PRIVATE BANK,KOTAKBANK,Q1-FY25,0.462,0,FY25,Q1
Cost to Income,PRIVATE BANK,KOTAKBANK,Q2-FY25,0.475,1,FY25,Q2
Cost to Income,PRIVATE BANK,KOTAKBANK,Q3-FY25,0.472,2,FY25,Q3
Cost to Income,PRIVATE BANK,KOTAKBANK,Q4-FY25,0.477,3,FY25,Q4
Cost to Income,PRIVATE BANK,KOTAKBANK,Q1-FY26,0.462,4,FY26,Q1
Cost to Income,PRIVATE BANK,KOTAKBANK,Q2-FY26,0.468,5,FY26,Q2
Cost to Income,PRIVATE BANK,KOTAKBANK,Q3-FY26,0.483,6,FY26,Q3
Credit Cost,PRIVATE BANK,KOTAKBANK,Q1-FY25,0.0055,0,FY25,Q1
Credit Cost,PRIVATE BANK,KOTAKBANK,Q2-FY25,0.007,1,FY25,Q2
Credit Cost,PRIVATE BANK,KOTAKBANK,Q3-FY25,0.008,2,FY25,Q3
Credit Cost,PRIVATE BANK,KOTAKBANK,Q4-FY25,0.009,3,FY25,Q4
Credit Cost,PRIVATE BANK,KOTAKBANK,Q1-FY26,0.012,4,FY26,Q1
Credit Cost,PRIVATE BANK,KOTAKBANK,Q2-FY26,0.009,5,FY26,Q2
Credit Cost,PRIVATE BANK,KOTAKBANK,Q3-FY26,0.0063,6,FY26,Q3
Deposits (INR Crs),PRIVATE BANK,KOTAKBANK,Q1-FY25,447400.0,0,FY25,Q1
Deposits (INR Crs),PRIVATE BANK,KOTAKBANK,Q2-FY25,461500.0,1,FY25,Q2
Deposits (INR Crs),PRIVATE BANK,KOTAKBANK,Q3-FY25,473500.0,2,FY25,Q3
Deposits (INR Crs),PRIVATE BANK,KOTAKBANK,Q4-FY25,499100.0,3,FY25,Q4
Deposits (INR Crs),PRIVATE BANK,KOTAKBANK,Q1-FY26,512800.0,4,FY26,Q1
Deposits (INR Crs),PRIVATE BANK,KOTAKBANK,Q2-FY26,528800.0,5,FY26,Q2
Deposits (INR Crs),PRIVATE BANK,KOTAKBANK,Q3-FY26,542638.0,6,FY26,Q3
GNPA,PRIVATE BANK,KOTAKBANK,Q1-FY25,0.0139,0,FY25,Q1
GNPA,PRIVATE BANK,KOTAKBANK,Q2-FY25,0.015,1,FY25,Q2
